"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Cycling","Bike","","","","2018-09-26","","27962.669921875","196","730","686.876","","0.971976101398468","7.99100017547607","","82","","","","","","0.860317956282185","71.33","","","","","","","","","","","19","12","11","8","4","5","","","","","",""
"Running","Run","","","","2018-09-26","","8166.35009765625","","",""," *09/26/2018 David Henkel: TomTom MySports Watch*","0.675000011920929","3","","","","151","168","","","0.930882126265295","64.16","4","20","12","3","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-09-28","","8055.64013671875","","",""," *10/02/2018 David Henkel: TomTom MySports Watch*","0.634166657924652","3.17000007629395","","","","158","189","","","0.991219939616893","68.27","3","10","10","8","3","2","1","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-09-29","","4835.5400390625","","",""," *10/02/2018 David Henkel: TomTom MySports Watch*","0.428888887166977","2.58999991416931","","","","164","185","","","0.891617517784795","36.98","1","1","4","8","4","6","1","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-09-29","","34251.96875","189","777","834.149","","1.22655832767487","7.75699996948242","","82","","","","","","0.797566861682159","77.68","","","","","","","","","","","25","16","12","10","5","6","","","","","",""
"Running","Run","","","","2018-09-30","","11275.0703125","","",""," *10/02/2018 David Henkel: TomTom MySports Watch*","1.03777778148651","2.76999998092651","","","","150","182","","","0.831048621309993","79.49","11","30","12","6","2","1","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-09-30","","21137.58984375","","",""," *10/02/2018 David Henkel: TomTom MySports Watch*","1.04916667938232","3.28999996185303","","","","117","156","","","0.61733486056733","44.35","31","22","9","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-10-01","","8108.31982421875","","",""," *10/02/2018 David Henkel: TomTom MySports Watch*","0.697499990463257","2.75","","","","151","167","","","0.901715231627778","62.29","4","24","12","1","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-01","","14986.7197265625","","","","","1.01331555843353","4.10799980163574","","","","","","","","","44","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Soccer Game","","","2018-10-03","","3218.68899578513","","","","","0.266666666666667","3.35280103727617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-10-03","","765.739990234375","","",""," *10/12/2018 David Henkel: TomTom MySports Watch*","0.0811111107468605","2.16000008583069","","","","126","151","","","0.687176776680143","3.98","4","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Run","","","","2018-10-05","","4988.96794346695","","","","","0.433333333333333","3.19805637401727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","","","","2018-10-05","","1920.23999708124","","","","","0.466666666666667","1.14299999826264","","","","","","","","1","46.67","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","","","","2018-10-06","","1609.34400061469","","","","","0.333333333333333","1.34112000051224","","","","","","","","1.17333333556496","53.84","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Pushing the B man to the ferry and back","","","2018-10-06","","8046.72248946282","","","","","0.716666666666667","3.1188846858383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Beach running in between swimming","","","2018-10-06","","1609.34449789256","","","","","0.15","2.98026758868993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-07","","43641.80859375","164","583","895.343","","1.51251971721649","8.01500034332275","","86","","","","","","0.631482737121922","59.95","","","","","","","","","","","31","44","12","2","1","0","","","","","",""
"","Swim","Trying to swim with shoes on","","","2018-10-07","","1000","","","","","0.333333333333333","0.833333333333333","","","","","","","","0.729075533333333","12.92","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Beach running","","","2018-10-07","","804.672248946282","","","","","0.0833333333333333","2.68224082982094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-08","","17719.869140625","168","348","476.3","","0.786431670188904","6.25899982452393","","82","","","","","","0.663167129205604","34.1","","","","","","","","","","","12","24","9","2","0","0","","","","","",""
"","Run","Run around notoway","","","2018-10-11","","8046.72248946282","","","","","0.733333333333333","3.04800094297834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","the mambo”: 1km warm up 100 @75%, 100 @80%, 100 @75%, 100 @Fast 100 @75%, 200 @80%, 100 @75%, 100 @Fast 100 @75%, 300 @80%, 100 @75%, 100 @Fast 100 @75%, 400 @80%, 100 @75%, 100 @Fast 100 @75%, 500 @80%, 100 @75%, 100 @Fast 100 @75%, 600 @80%, 100 @75%, 100 @Fast 100 @75%, 700 @80%, 100 @75%, 100 @Fast 100 @75%, 800 @80%, 100 @75%, 100 @Fast","","","2018-10-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Every once in a while, prescribe a swim test that replicates race distance and gives your athletes a chance to see how hard they can attack the swim. For a 1,900 meter event I would suggest: 3×300 meters (30 second rest) 3×200 meters (20 second rest) 3×100 meters (10 second rest) 2×50 meters (5 second rest) There should not be enough rest to recover, but just enough to help them keep the pace high.","","","2018-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-10-12","","4087.71997070313","","",""," *10/12/2018 David Henkel: TomTom MySports Watch*","0.345277786254883","2.89000010490417","","","","155","174","","","0.907133424427693","30.65","2","5","9","4","1","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-12","","33141.41015625","","",""," *10/12/2018 David Henkel: TomTom MySports Watch*","2.46083331108093","3.74000000953674","","","","121","185","","","0.624086895655545","108.59","55","72","12","7","1","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-10-16","","6457.47998046875","","",""," *10/24/2018 David Henkel: TomTom MySports Watch*","0.539166688919067","2.99000000953674","","","","154","188","","","0.929730366457938","50.81","3","12","8","4","2","2","1","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-10-17","","5601.66015625","","",""," *10/24/2018 David Henkel: TomTom MySports Watch*","0.472222208976746","3.08999991416931","","","","153","178","","","0.955444388653538","46.87","3","14","7","4","1","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-18","","21444.630859375","","",""," *10/24/2018 David Henkel: TomTom MySports Watch*","1.13444447517395","5.25","","","","126","181","","","0.649579198836217","53.2","19","36","8","5","0","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-10-22","","6568.3798828125","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","0.545833349227905","3.13000011444092","","","","148","165","","","0.956454470385581","54.48","8","13","10","1","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-23","","22919.169921875","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","1.4122222661972","4.51000022888184","","","","128","182","","","0.67645897202818","72.21","25","28","21","11","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2018-10-24","","8067.56982421875","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","0.713611125946045","2.5","","","","148","170","","","0.863874781735659","58.52","8","23","9","2","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-25","","26782.009765625","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","1.31111109256744","5.67000007629395","","","","128","177","","","0.632905712189788","58.58","11","54","10","3","0","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2018-10-26","","6453.47998046875","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","0.503611087799072","3.55999994277954","","","","154","187","","","1.0395816585691","59.23","7","9","4","4","2","2","1","","","","","","","","","","","","","","",""
"First ride in 2 months. Ouch","Bike","","","","2018-10-27","","29851.359375","226","412","875.45","","1.07846868038177","7.68800020217896","","0","","0","0","","","0.902514272454054","81.65","","","","","","","","","","","12","18","14","9","8","4","","","","","",""
"Running","Run","","","","2018-10-28","","5661.7001953125","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","0.519166648387909","1.23000001907349","","","","150","185","","","0.841962561016864","40.09","8","10","4","3","3","1","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2018-10-29","","6332.10009765625","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","0.491666674613953","3.44000005722046","","","","145","168","","","1.02133237536104","55.81","12","11","4","1","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-30","","42023.80859375","","",""," *10/30/2018 David Henkel: TomTom MySports Watch*","2.40083336830139","4.8600001335144","","","","124","163","","","0.614938554847088","102.79","38","86","20","0","0","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-11-01","","22302.990234375","","",""," *11/02/2018 David Henkel: TomTom MySports Watch*","1.13083338737488","5.48000001907349","","","","116","174","","","0.601909646056453","45.53","30","36","1","0","0","","","","","","","","","","","","","","","","",""
"Running","Swim","","","","2018-11-03","","1202.28002929688","","",""," *11/03/2018 David Henkel: TomTom MySports Watch*","0.336944431066513","0.990000009536743","","","","114","145","","","0.867158768387146","21.97","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-11-03","","8242.3896484375","","",""," *11/03/2018 David Henkel: TomTom MySports Watch*","0.672500014305115","2.73000001907349","","","","156","180","","","0.941692618263189","65.41","1","13","15","6","2","2","0","","","","","","","","","","","","","","",""
"Running","Run","Running Workout: Yesterday, Coach Josh completed 14 hours on a treadmill and ran 65.42 miles! He negative split the run and was progressively getting faster, even towards the end! Such an inspiring effort got my coaching creative juices flowing so here’s a workout that you can do to honor his accomplishment. It’s 6.5 miles (10x less than his overall run, since he’s 10x crazier than us) that gets progressively faster like Josh’s run. If you’re feeling good, the last ½ mile should feel like 10K pace. Enjoy and feel free to post how you did or a link to your Strava. . Negative Split 6.5 miles 1 mile WU 2 miles @ Marathon or a comfortable distance pace 1 mile @ 15 seconds faster than previous 2 miles 1 mile @ 15 seconds faster than previous mile 1 mile @ 15 seconds faster than previous mile ½ mile @ 30 seconds faster than previous mile","","","2018-11-04","","8167.0498046875","","",""," *11/04/2018 David Henkel: TomTom MySports Watch*","0.762222230434418","2.65000009536743","","","","154","183","","","0.839312160603762","59.08","2","24","11","5","1","1","0","","","","","","","","","","","","","","",""
"Volcano hamstring stretch","Bike","","","","2018-11-05","","29071.609375","232","469","702.411","","0.841944456100464","9.59099960327148","","0","","0","0","","","0.912234355510633","69.46","","","","","","","","","","","5","14","12","10","6","3","","","","","",""
"","Bike","","","","2018-11-06","","24674.470703125","239","602","663.011","","0.770277798175812","8.89799976348877","","0","","0","0","","","0.93729931950884","67.04","","","","","","","","","","","6","11","10","9","6","5","","","","","",""
"Zwift Central Park hammie stretch","Bike","","","","2018-11-07","","17775.98046875","235","500","426.102","","0.504444420337677","9.78800010681152","","0","","0","0","","","0.883359779816613","38.77","","","","","","","","","","","3","9","9","5","3","2","","","","","",""
"Running","Run","","","","2018-11-08","","7114.9599609375","","",""," *11/08/2018 David Henkel: TomTom MySports Watch*","0.658888876438141","1.87000000476837","","","","156","181","","","0.84721428569978","51.87","4","13","10","8","3","2","0","","","","","","","","","","","","","","",""
"Negative Split London Loop & Box Hill","Bike","","","","2018-11-09","","30826.529296875","228","502","828.616","","1.00746166706085","8.49899959564209","","0","","0","0","","","0.91649706262528","83.94","","","","","","","","","","","11","15","10","11","9","4","","","","","",""
"Running","Run","","","","2018-11-10","","9920.75","","",""," *11/11/2018 David Henkel: TomTom MySports Watch*","0.82833331823349","2.94000005722046","","","","155","176","","","0.888498203280955","72.07","3","19","18","8","1","0","0","","","","","","","","","","","","","","",""
"Joe Capen Quickie","Bike","","","","2018-11-13","","3491.3798828125","244","608","69.049","","0.0786111131310463","12.3369998931885","","0","","0","0","","","0.952827817766241","6.41","","","","","","","","","","","1","1","2","1","1","0","","","","","",""
"Short and painful","Bike","","","","2018-11-13","","26402.630859375","237","426","663.034","","0.777499973773956","9.43200016021729","","0","","0","0","","","0.920790650248596","65.2","","","","","","","","","","","4","13","12","9","5","4","","","","","",""
"Cycling","Bike","Testing Rouvy...sticking with Zwift for now","","","2018-11-13","","3976","210","327","93.67","","0.124166666666667","8.91479820627803","","","","","","","","0.790990109944527","7.24","","","","","","","","","","","1","2","3","1","0","0","","","","","",""
"Tready W Quarter Mile Pickups","Run","","","","2018-11-14","","6437.37600245877","","","","","0.508333333333333","3.51769180462228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Ridin'","Bike","","","","2018-11-15","","32391.099609375","200","342","759.133","","1.05656719207764","8.51500034332275","","0","","0","0","","","0.744498273357875","57.2","","","","","","","","","","","3","44","16","0","0","0","","","","","",""
"Zwift - NYC","Bike","","","","2018-11-16","","24681.830078125","206","641","615.171","","0.829722225666046","8.26299953460693","","0","","0","0","","","0.810222404330445","54.03","","","","","","","","","","","13","18","11","6","3","2","","","","","",""
"","Run","Transition Tready with new shoes","","","2018-11-16","","3218.68899578513","","","","","0.25","3.57632110642792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-11-17","","6460.14990234375","","",""," *11/19/2018 David Henkel: TomTom MySports Watch*","0.597222208976746","1.97000002861023","","","","142","166","","","0.832319896234648","45.22","20","8","6","1","0","0","0","","","","","","","","","","","","","","",""
"Big loop...rebuilding fitness","Bike","","","","2018-11-18","","46697.078125","197","429","1250.238","","1.5","8.64760706018519","","0","","0","0","","","0.890110124408618","119.58","","","","","","","","","","","25","31","22","13","9","7","","","","","",""
"Running","Run","","","","2018-11-18","","4832.43017578125","","",""," *11/19/2018 David Henkel: TomTom MySports Watch*","0.441388875246048","2.79999995231628","","","","159","189","","","0.840969065954201","33.88","2","5","8","6","2","2","1","","","","","","","","","","","","","","",""
"Running","Run","","0.583333333333333","","2018-11-19","","6505.39990234375","","",""," *11/21/2018 David Henkel: TomTom MySports Watch*","0.563333332538605","2.79999995231628","","","","156","178","","","0.88434459018024","48.11","3","11","9","9","2","1","0","","","","","","","","","","","","","","",""
"60': 2 x 10' Tempo @ 70 rpm & 90 rpm","Bike","Solid base work inside....follow the changes in cadence. Hold your zones! . 20' WU . 10' tempo @ 70 rpm 10' easy @ 95 rpm 10' tempo @ 90 rpm 10' CD","1","","2018-11-20","","35589.01953125","205","284","755.445","","1.02166664600372","9.67599964141846","","0","","0","0","","","0.771153640324013","60.39","","","","","","","","","","","4","32","26","0","0","0","","","","","",""
"","Swim","","0.25","","2018-11-21","","914.399998610112","","","","","0.25","1.01599999845568","","","","","","","","0.888888888888889","17.56","","","","","","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","0.333333333333333","","2018-11-21","","4087.73999023438","","",""," *11/21/2018 David Henkel: TomTom MySports Watch*","0.336111098527908","3.38000011444092","","","","151","167","","","0.958894546696119","33.29","2","12","5","1","0","0","0","","","","","","","","","","","","","","",""
"Free State of Jones","Bike","","1.5","","2018-11-22","","50796.609375","202","339","1099.846","","1.51138889789581","9.33500003814697","","0","","0","0","","","0.769394910605967","88.84","","","","","","","","","","","7","59","21","0","2","2","","","","","",""
"Zwift - 10 x (40"" @ 120% + 20"" Aerobic)","Bike","","0.75","","2018-11-23","","22608.259765625","207","503","518.3","","0.693972766399384","9.04899978637695","","0","","0","0","","","0.855050592803453","50.14","","","","","","","","","","","8","21","0","5","0","7","","","","","",""
"Running","Run","","1","","2018-11-24","","11277.1396484375","","",""," *11/25/2018 David Henkel: TomTom MySports Watch*","0.954166650772095","2.97000002861023","","","","149","170","","","0.8546161532497","77.11","12","29","14","2","0","0","0","","","","","","","","","","","","","","",""
"120': 3x(15' High AeT + 5' tempo)","Bike","Ride on the trainer or you can rock this outside with light IM and above IM efforts. This is more about building your engine and shaking the legs out. Focus on holding a racing position over similar terrain to what you are planning to race over. If your position is uncomfortable, go into the drops and out of aero. After the workout, we will need to figure out a plan if the position doesn't feel optimal. . 20' Easy WU @ 90-100 rpm . Repeat this set 3 times @ 85-95 rpm 15' high AeT 5' AeT 5' Tempo 5' AeT...during this section, remember to stand and stretch out once after every set so you do not tighten up. . 10' CD","1.75","","2018-11-25","","51543.69921875","205","400","1269.267","","1.71697998046875","8.33800029754639","","0","","0","0","","","0.762625571649","98.66","","","","","","","","","","","4","69","26","4","0","0","","","","","",""
"Running","Run","Transition run. Build to 70.3 RPE by minute 10 and carry it throughout the rest of the run.","0.5","","2018-11-25","","6443.7900390625","","",""," *11/25/2018 David Henkel: TomTom MySports Watch*","0.600000023841858","1.66999995708466","","","","145","169","","","0.817893883782412","43.9","12","16","6","1","0","0","0","","","","","","","","","","","","","","",""
"","Swim","Swim @ Oak Marr with Josh","0.333333333333333","","2018-11-26","","1371.59999791517","","","","","0.333333333333333","1.14299999826264","","","","","","","","1","33.33","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2018-11-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Power Pyramid","Bike","hard ride","1","","2018-11-28","","34626.55859375","228","461","783.169","","0.956111133098602","10.0600004196167","","0","","0","0","","","0.919421078025212","80.22","","","","","","","","","","","3","36","3","4","10","1","","","","","",""
"Treadmill Running","Run","","0.25","","2018-11-28","","3266.97998046875","","",""," *11/28/2018 David Henkel: TomTom MySports Watch*","0.251388877630234","3.60999989509583","","","","149","161","","","1.0258209452855","28.28","2","9","3","0","0","0","0","","","","","","","","","","","","","","",""
"Strength & PT","Strength","","0.5","","2018-11-28","","0","","",""," *11/28/2018 David Henkel: TomTom MySports Watch*","0.534444451332092","","","","","89","143","","","0.546136451857542","17.38","32","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2018-11-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2 x Narcos Episodes","Bike","","2","","2018-11-30","","66189.1015625","213","381","1727.147","","2.00777777777778","9.15731897654953","","0","","0","0","","","0.755259654514506","114.83","","","","","","","","","","","12","95","15","7","5","2","","","","","",""
"Treadmill Running","Run","","0.5","","2018-11-30","","6437.39013671875","","",""," *12/01/2018 David Henkel: TomTom MySports Watch*","0.526111125946045","3.40000009536743","","","","153","167","","","0.979655188418603","55.01","3","13","10","6","0","0","0","","","","","","","","","","","","","","",""
"","Swim","","0.5","","2018-12-01","","2103.11999680326","","","","","0.5","1.16839999822403","","","","","","","","1.02222222222222","53.41","","","","","","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","0.166666666666667","","2018-12-01","","2043.88000488281","","",""," *12/02/2018 David Henkel: TomTom MySports Watch*","0.169444441795349","3.34999990463257","","","","153","174","","","0.963126646784733","16.63","1","5","3","2","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-12-02","","2308.2099609375","","",""," *12/02/2018 David Henkel: TomTom MySports Watch*","0.22861111164093","2.79999995231628","","","","117","170","","","0.632732361605462","9.77","6","5","2","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","1","","2018-12-02","","11490.8203125","","",""," *12/03/2018 David Henkel: TomTom MySports Watch*","0.972500026226044","3.01999998092651","","","","147","167","","","0.898153907521201","86.87","11","40","5","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","Capital Cross - 8th Overall","0.666666666666667","","2018-12-02","","10838.849609375","","",""," *12/02/2018 David Henkel: TomTom MySports Watch*","0.680555582046509","4.42000007629395","","","","148","177","","","0.783261401960388","45.83","6","3","19","13","0","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","0.5","","2018-12-03","","5713.18017578125","","",""," *12/03/2018 David Henkel: TomTom MySports Watch*","0.503611087799072","3.15000009536743","","","","155","176","","","0.893438455262143","43.75","2","11","12","4","1","0","0","","","","","","","","","","","","","","",""
"60': 3x(8' @ High AeT + 1' tempo + 1' max)","Bike","Comfortable ride at varying paces except for one spot...imagine it's a short but steep incline. Blast away at that 1' MAX effort. These type of efforts are what will rapidly raise your power without having to do super long rides. Keep the cadence at 85-95 rpm really work that last section . 15' gradually building WU . Repeat 3 times...get stronger each time: 8' High AeT or RPE = 6 or Ironman RPE 1' Tempo or RPE = 7 or Half Ironman RPE 1' AnC or RPE = 9/10 or MAX EFFORT 5' easy build back to RPE 5 or ""forever pace""","1","","2018-12-05","","37101.640625","225","346","831.387","","1.0275000333786","10.0299997329712","","0","","0","0","","","0.837139275819277","71.43","","","","","","","","","","","1","14","37","6","3","0","","","","","",""
"10 x 1' efforts","Bike","We are dialing up the pain with this pyramid. Think positive mental thoughts toward the back half of this workout! . 10' WU . 2' AeT + 1' AnC (120% FTP) 2' AeT + 2' AnC (115% FTP) 2' AeT + 3' AeC (110% FTP) 2' AeT + 4' LT (100% FTP) 2' AeT + 5' Tempo (85% FTP) 2' AeT + 4' LT (100% FTP) 2' AeT + 3' AeC (110% FTP) 2' AeT + 2' AnC (115% FTP) 2' AeT + 1' Max Effort! (150% FTP) . 7' CD (high AeT -> AR)","1","","2018-12-07","","34372.3203125","209","418","797.067","","1.05906701087952","9.01500034332275","","0","","0","0","","","0.824503415092494","69.11","","","","","","","","","","","4","46","3","4","3","3","","","","","",""
"15': Negative split 2 mile transition run (1' faster. Start @ marathon pace)","Run","Transition run. Your goal is to run one minute faster on mile 2 vs mile 1. Please take mile 1 out slower than marathon pace and mile 2 somewhere in the neighborhood of half marathon pace.","0.333333333333333","","2018-12-07","","4039.4599609375","","",""," *12/07/2018 David Henkel: TomTom MySports Watch*","0.35249999165535","3.1800000667572","","","","141","171","","","0.904968969777193","31.16","12","7","1","0","0","0","0","","","","","","","","","","","","","","",""
"Zwift - Aerobic Endurance Work","Bike","Lots of base work at Ironman (AeT/High AeT) and 70.3 (Tempo) intensity. The idea is to keep building the legs and the aerobic engine. We mix up the cadence and intensity to simulate a short climb. This helps to add strength and keep your mind on point! The second time through the long aerobic set, we increase the watts on the IM pace! . 15' @ IM watts 3 x (12' AeT + 5' tempo + 3' easy) 4 x (2' LT + 3' easy) 3 x (12' High AeT + 5' tempo + 3' easy) 4 x (2' LT + 3' easy)","2.58333333333333","","2018-12-08","","78218.3125","207","350","1772.703","","2.38250946998596","9.11900043487549","","0","","0","0","","","0.759765229202688","135.19","","","","","","","","","","","6","108","26","0","4","0","","","","","",""
"Treadmill Running","Run","","0.5","5680.03857421875","2018-12-08","","5149.91015625","","",""," *12/14/2018 David Henkel: TomTom MySports Watch*","0.419166654348373","3.30999994277954","","","","147","161","","","0.970034646455182","42.75","2","19","3","0","0","0","0","","","","","","","","","","","","","","",""
"","Run","","1.25","","2018-12-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30' Workout","Bike","Workouts need names","0.5","","2018-12-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2600yds: 3 x 400 + 4 x 100 pace","Swim","3 x 200 (swim, drill, pull) 6 x 50 build . 3 x 400 (free, pull, free) . 4 x 100 @ race pace :15 . 100 CD","0.75","","2018-12-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nighttime aerobic session","Bike","","","","2018-12-12","","33209.03125","199","260","724.262","","1.01083338260651","9.125","","0","","0","0","","","0.736807001011431","54.34","","","","","","","","","","","11","45","6","8","0","0","","","","","",""
"8 short efforts to wake up","Bike","Twice through the following: 10’ (min) @ 90% of FTP, 2’ easy 8’ @ 100% of FTP, 2’ easy 6’ @ 103-106% of FTP, 2’ easy 4’ @ 110-115% of FTP, 2’ easy 2’ @ 120-130% of FTP, 10’ easy before repeating the ladder","","","2018-12-13","","29334.26953125","206","329","621.953","","0.838611125946045","9.71599960327148","","0","","0","0","","","0.784207381067055","50.97","","","","","","","","","","","1","39","3","4","4","0","","","","","",""
"Treadmill Running","Run","","","","2018-12-13","","3621.03002929688","","",""," *12/14/2018 David Henkel: TomTom MySports Watch*","0.292499989271164","3.39000010490417","","","","159","176","","","0.982216006760967","30.31","0","2","5","8","2","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-12-14","","6630.49933131736","","",""," *12/14/2018 David Henkel: TomTom MySports Watch*","0.502777755260468","3.66325946313241","","","","162","193","","","1.03224004019182","58.37","1","3","7","11","3","2","1","","","","","","","","","","","","","","",""
"70': Aerobic Workout (4 x 10' High AeT + 3' Tempo + 2' easy)","Bike","Aerobic bike. Goal here is to cruise and open up the legs. . 10' Progressive Warm-up . Repeat 4 times, please! 10' High AeT (RPE 6...IM Race Pace) 3' Tempo (RPE 7....70.3 Race Pace) 2' Easy","1.16666666666667","","2018-12-16","","42327.83984375","224","258","950.782","","1.17666661739349","9.99199962615967","","0","","0","0","","","0.823068352035707","79.11","","","","","","","","","","","0","12","46","12","0","0","","","","","",""
"60' easy spin","Bike","Ride @ Gold's Gym @ 120 bpm & 190 watts","1","","2018-12-18","","28968.2009620661","","","","","1","8.04672248946282","","","","","","","","0.69","48","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-12-18","","0","","",""," *01/12/2019 David Henkel: TomTom MySports Watch*","0.875555574893951","0","","","","122","135","","","0.601921787487108","35.01","5","47","0","0","0","","","","","","","","","","","","","","","","",""
"If soreness sucks, go EASY or take off.","Bike","","0.833333333333333","","2018-12-19","","25749.511966281","225","","","","0.833333333333333","8.583170655427","","","","","","","","0.78","51","","","","","","","","","","","","","","","","","","","","","",""
"40' ride on stationary bike","Bike","","0.666666666666667","","2018-12-20","","20116.806223657","230","","","","0.666666666666667","8.38200259319043","","","","","","","","0.8","43","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","0.266666666666667","","2018-12-20","","3218.68899578513","","","","","0.266666666666667","3.35280103727617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Doctor's orders...only 50'. No run/swim for a while","Bike","","0.833333333333333","","2018-12-21","","27549.919921875","231","526","734.399","","0.881904184818268","8.67700004577637","","0","","0","0","","","0.916788162374213","71.36","","","","","","","","","","","6","17","12","8","6","4","","","","","",""
"120': 3 Long climbs (12' duration) with a kicker at the end","Bike","We are going mimic some long climbs today. Good strength set. You'll see each long climb is a steady effort at high watts and your cadence should be low. Expect a little 2' kicker at the end! The easy sections should be done at a high cadence with low watts to mimic going downhill. . 15' Progressive WU @ 85-90 watts . Repeat 3 times...simulated long climb 10' LT @ 70-75 rpm 2' AeC @ 70-75 rpm 8' easy/active recovery 95-100 rpm . 15' High AeT . Repeat 3 times...verify the legs are toasted! 3' Tempo @ 85-90 rpm 2' easy . 15' High AeT","3","","2018-12-22","","23464.2890625","194","243","526.509","","0.753055572509766","8.65499973297119","","0","","0","0","","","0.717255139473535","38.33","","","","","","","","","","","1","36","9","0","0","0","","","","","",""
"Zwift - New Workout","Bike","","1","","2018-12-23","","32279.189453125","208","386","755.056","","1.00510549545288","8.92000007629395","","0","","0","0","","","0.797787928829967","63.4","","","","","","","","","","","0","47","3","4","6","0","","","","","",""
